country_name,affiliation,paper_count,country_paper_count,global_share_percent,country_share_percent
Canada,Western University,18,1151,0.08426966292134831,1.5638575152041705
Canada,Polytechnique Montréal,16,1151,0.0749063670411985,1.3900955690703736
Canada,Kootenay Association for Science & Technology,14,1151,0.0655430711610487,1.2163336229365769
Canada,Institut National de la Recherche Scientifique,7,1151,0.03277153558052435,0.6081668114682884
Canada,University of Ottawa,6,1151,0.02808988764044944,0.5212858384013901
Canada,Université Laval,6,1151,0.02808988764044944,0.5212858384013901
Canada,Canadian Nautical Research Society,5,1151,0.023408239700374533,0.4344048653344918
Canada,Huawei Technologies (Canada),4,1151,0.018726591760299626,0.3475238922675934
Canada,New York Institute of Technology,4,1151,0.018726591760299626,0.3475238922675934
Germany,Max Planck Institute for Intelligent Systems,193,1091,0.9035580524344569,17.69019248395967
Germany,Technical University of Munich,149,1091,0.697565543071161,13.657195233730523
Germany,University of Tübingen,83,1091,0.38857677902621723,7.6076993583868004
Germany,Helmholtz Center for Information Security,76,1091,0.35580524344569286,6.966086159486709
Germany,Karlsruhe Institute of Technology,62,1091,0.2902621722846442,5.682859761686526
Germany,Thorlabs (Germany),59,1091,0.2762172284644195,5.40788267644363
Germany,Technische Universität Darmstadt,55,1091,0.2574906367041198,5.0412465627864345
Germany,Munich Center for Machine Learning,52,1091,0.24344569288389512,4.766269477543538
Germany,University of Freiburg,40,1091,0.18726591760299627,3.666361136571952
Germany,Bernstein Center for Computational Neuroscience Tübingen,38,1091,0.17790262172284643,3.4830430797433545
Germany,Max Planck Institute for Informatics,38,1091,0.17790262172284643,3.4830430797433545
Germany,BST Bio Sensor Technology (Germany),36,1091,0.16853932584269662,3.2997250229147568
Germany,Constructor University,31,1091,0.1451310861423221,2.841429880843263
Germany,Max Planck Institute for Software Systems,31,1091,0.1451310861423221,2.841429880843263
Germany,University of Stuttgart,28,1091,0.1310861423220974,2.566452795600367
Germany,Technical University of Darmstadt,27,1091,0.12640449438202248,2.474793767186068
Germany,Center for Integrated Protein Science Munich,24,1091,0.11235955056179776,2.1998166819431715
Germany,Max Planck Institute for Mathematics in the Sciences,24,1091,0.11235955056179776,2.1998166819431715
Germany,Helmholtz Zentrum München,23,1091,0.10767790262172285,2.1081576535288726
Germany,Max Planck Society,22,1091,0.10299625468164794,2.016498625114574
Switzerland,ETH Zurich,435,1086,2.0365168539325844,40.055248618784525
Switzerland,École Polytechnique Fédérale de Lausanne,332,1086,1.554307116104869,30.570902394106813
Switzerland,University of Applied Sciences and Arts of Southern Switzerland,46,1086,0.2153558052434457,4.23572744014733
Switzerland,University of Geneva,41,1086,0.19194756554307116,3.7753222836095763
Switzerland,Google (Switzerland),33,1086,0.1544943820224719,3.0386740331491713
Switzerland,University of Basel,33,1086,0.1544943820224719,3.0386740331491713
Switzerland,Children's Oncology Group,28,1086,0.1310861423220974,2.578268876611418
Switzerland,Swiss Data Science Center,26,1086,0.12172284644194756,2.394106813996317
Switzerland,University of Fribourg,23,1086,0.10767790262172285,2.117863720073665
Switzerland,SIB Swiss Institute of Bioinformatics,22,1086,0.10299625468164794,2.0257826887661143
Switzerland,Università della Svizzera italiana,17,1086,0.07958801498127341,1.5653775322283612
Switzerland,IBM Research - Zurich,13,1086,0.06086142322097378,1.1970534069981584
Switzerland,University of St.Gallen,9,1086,0.042134831460674156,0.8287292817679558
Switzerland,Idiap Research Institute,8,1086,0.03745318352059925,0.7366482504604052
Switzerland,Friedrich Miescher Institute,7,1086,0.03277153558052435,0.6445672191528545
Switzerland,Board of the Swiss Federal Institutes of Technology,5,1086,0.023408239700374533,0.46040515653775327
Switzerland,University Hospital of Lausanne,5,1086,0.023408239700374533,0.46040515653775327
Switzerland,Dalle Molle Institute for Artificial Intelligence Research,3,1086,0.01404494382022472,0.2762430939226519
Singapore,Nanyang Technological University,382,985,1.7883895131086143,38.78172588832488
Singapore,National University of Singapore,370,985,1.7322097378277155,37.56345177664975
Singapore,"Agency for Science, Technology and Research",124,985,0.5805243445692884,12.588832487309645
Singapore,Singapore Management University,49,985,0.22940074906367042,4.974619289340102
Singapore,Singapore University of Technology and Design,20,985,0.09363295880149813,2.030456852791878
Singapore,Data Storage Institute,18,985,0.08426966292134831,1.8274111675126905
Singapore,Singapore-MIT Alliance for Research and Technology,9,985,0.042134831460674156,0.9137055837563453
Singapore,Yale-NUS College,6,985,0.02808988764044944,0.6091370558375634
Singapore,MOH Holdings,4,985,0.018726591760299626,0.40609137055837563
Singapore,Institute for Infocomm Research,3,985,0.01404494382022472,0.3045685279187817
Hong Kong,Chinese University of Hong Kong,328,973,1.5355805243445693,33.710174717368965
Hong Kong,City University of Hong Kong,233,973,1.0908239700374531,23.94655704008222
Hong Kong,Hong Kong University of Science and Technology,205,973,0.9597378277153558,21.068859198355604
Hong Kong,Hong Kong Polytechnic University,73,973,0.34176029962546817,7.50256937307297
Hong Kong,Hong Kong Baptist University,71,973,0.3323970037453184,7.297019527235355
Hong Kong,University of Hong Kong,59,973,0.2762172284644195,6.063720452209661
Hong Kong,Education University of Hong Kong,4,973,0.018726591760299626,0.41109969167523125
Australia,The University of Sydney,220,817,1.0299625468164793,26.92778457772338
Australia,University of Technology Sydney,86,817,0.40262172284644193,10.526315789473683
Australia,Australian National University,76,817,0.35580524344569286,9.30232558139535
Australia,The University of Melbourne,67,817,0.3136704119850187,8.200734394124847
Australia,Monash University,57,817,0.26685393258426965,6.976744186046512
Australia,Griffith University,54,817,0.25280898876404495,6.609547123623011
Australia,Commonwealth Scientific and Industrial Research Organisation,46,817,0.2153558052434457,5.630354957160343
Australia,Deakin University,36,817,0.16853932584269662,4.406364749082008
Australia,Data61,32,817,0.149812734082397,3.9167686658506726
Australia,The University of Queensland,28,817,0.1310861423220974,3.4271725826193387
Australia,University of Sydney,23,817,0.10767790262172285,2.8151774785801713
Australia,Australian Centre for Robotic Vision,22,817,0.10299625468164794,2.692778457772338
Australia,Australian Regenerative Medicine Institute,15,817,0.0702247191011236,1.8359853121175032
Australia,Australian Institute of Business,12,817,0.05617977528089888,1.4687882496940026
Australia,UNSW Sydney,9,817,0.042134831460674156,1.101591187270502
Australia,Speech Pathology Australia,8,817,0.03745318352059925,0.9791921664626682
Australia,The University of Western Australia,8,817,0.03745318352059925,0.9791921664626682
Australia,University of Queensland,8,817,0.03745318352059925,0.9791921664626682
Australia,Edith Cowan University,5,817,0.023408239700374533,0.6119951040391677
Australia,University of South Australia,5,817,0.023408239700374533,0.6119951040391677
France,Institut national de recherche en sciences et technologies du numérique,224,723,1.0486891385767791,30.982019363762102
France,Centre National de la Recherche Scientifique,93,723,0.43539325842696625,12.863070539419086
France,Centre Inria de Saclay,82,723,0.3838951310861423,11.341632088520056
France,École Normale Supérieure - PSL,73,723,0.34176029962546817,10.096818810511756
France,École Polytechnique,55,723,0.2574906367041198,7.607192254495159
France,"Milieux environnementaux, transferts et interactions dans les hydrosystèmes et les sols",24,723,0.11235955056179776,3.319502074688797
France,Sorbonne Université,22,723,0.10299625468164794,3.0428769017980635
France,Télécom Paris,22,723,0.10299625468164794,3.0428769017980635
France,École Normale Supérieure de Lyon,22,723,0.10299625468164794,3.0428769017980635
France,EURECOM,15,723,0.0702247191011236,2.0746887966804977
France,Institut Polytechnique de Paris,15,723,0.0702247191011236,2.0746887966804977
France,Sanofi (France),15,723,0.0702247191011236,2.0746887966804977
France,Université Nantes Angers Le Mans,15,723,0.0702247191011236,2.0746887966804977
France,Institut polytechnique de Grenoble,11,723,0.05149812734082397,1.5214384508990317
France,Université Toulouse III - Paul Sabatier,11,723,0.05149812734082397,1.5214384508990317
France,Institut national de recherche en informatique et en automatique,7,723,0.03277153558052435,0.9681881051175657
France,EPF - École d'ingénieurs,5,723,0.023408239700374533,0.6915629322268326
France,Assistance Publique – Hôpitaux de Paris,4,723,0.018726591760299626,0.5532503457814661
France,Laboratoire d'Analyse et d'Architecture des Systèmes,4,723,0.018726591760299626,0.5532503457814661
France,Université Claude Bernard Lyon 1,4,723,0.018726591760299626,0.5532503457814661
South Korea,Korea Advanced Institute of Science and Technology,163,467,0.7631086142322098,34.90364025695932
South Korea,Seoul National University,108,467,0.5056179775280899,23.126338329764454
South Korea,Gachon University,59,467,0.2762172284644195,12.633832976445397
South Korea,Yonsei University,25,467,0.11704119850187267,5.353319057815846
South Korea,Dongshin University,24,467,0.11235955056179776,5.139186295503212
South Korea,Pohang University of Science and Technology,17,467,0.07958801498127341,3.640256959314775
South Korea,University of Science and Technology,12,467,0.05617977528089888,2.569593147751606
South Korea,Samsung (South Korea),11,467,0.05149812734082397,2.355460385438972
South Korea,Catholic University of Korea,9,467,0.042134831460674156,1.9271948608137044
South Korea,Korea Institute for Advanced Study,7,467,0.03277153558052435,1.4989293361884368
South Korea,Chonnam National University,6,467,0.02808988764044944,1.284796573875803
South Korea,Ulsan College,6,467,0.02808988764044944,1.284796573875803
South Korea,Pukyong National University,5,467,0.023408239700374533,1.070663811563169
South Korea,Hallym University Chuncheon Sacred Heart Hospital,4,467,0.018726591760299626,0.8565310492505354
South Korea,Korea University,4,467,0.018726591760299626,0.8565310492505354
South Korea,Sejong University,4,467,0.018726591760299626,0.8565310492505354
South Korea,Jeonju National University of Education,3,467,0.01404494382022472,0.6423982869379015
Israel,Technion – Israel Institute of Technology,129,461,0.6039325842696629,27.9826464208243
Israel,Tel Aviv University,96,461,0.44943820224719105,20.824295010845987
Israel,Meta (Israel),57,461,0.26685393258426965,12.364425162689804
Israel,Bar-Ilan University,48,461,0.22471910112359553,10.412147505422993
Israel,Hebrew University of Jerusalem,46,461,0.2153558052434457,9.97830802603037
Israel,Weizmann Institute of Science,28,461,0.1310861423220974,6.073752711496746
Israel,Apple (Israel),13,461,0.06086142322097378,2.8199566160520604
Israel,Microsoft (Israel),13,461,0.06086142322097378,2.8199566160520604
Israel,University of Haifa,12,461,0.05617977528089888,2.6030368763557483
Israel,Broadcom (Israel),10,461,0.04681647940074907,2.1691973969631237
Israel,Ben-Gurion University of the Negev,9,461,0.042134831460674156,1.9522776572668112
